epoch,train_loss_total,train_loss_data,train_loss_physics,val_loss_total,val_rmse,val_r2,physics_balance
1,0.14361225540190936,0.14360412262380123,8.1328626733157e-10,0.14360412262380123,0.005728266196058861,0.7720819711685181,0.14359598976112792
2,0.1256843572333455,0.12567982950806617,4.527599057890797e-10,0.12567982950806617,0.005427586003327248,0.7953810691833496,0.12567530190900827
3,0.1166091841161251,0.11660546812415123,3.7160427679427956e-10,0.11660546812415123,0.005203942527887133,0.8118963241577148,0.11660175208138329
4,0.10453637082874775,0.10453280737251043,3.5636695799867723e-10,0.10453280737251043,0.004752145434564084,0.8431401252746582,0.10452924370293044
5,0.09170617128163576,0.0917024338543415,3.737238052914371e-10,0.0917024338543415,0.004533595578172589,0.8572362661361694,0.09169869661628859
6,0.07947006198763848,0.07946610015630722,3.961925374718067e-10,0.07946610015630722,0.004170240153750266,0.8792034387588501,0.0794621382309325
7,0.06614555642008782,0.06614128806442023,4.268312176480826e-10,0.06614128806442023,0.003915643201632144,0.8935027122497559,0.06613701975224374
8,0.05605301351472736,0.056048503592610356,4.509894866444597e-10,0.056048503592610356,0.003703187857837998,0.904745876789093,0.05604399369774391
9,0.04813114665076137,0.048126426100730896,4.720617277909067e-10,0.048126426100730896,0.003561580718001895,0.9118914604187012,0.04812170548345299
10,0.04263471283018589,0.042629855237901214,4.857660996226976e-10,0.042629855237901214,0.0033542965425623138,0.9218488931655884,0.04262499757690499
11,0.0383943642936647,0.03838939446210861,4.969893926398683e-10,0.03838939446210861,0.003389121569506703,0.9202176928520203,0.03838442456818221
12,0.03551823669672012,0.035513218652457,5.01803699398673e-10,0.035513218652457,0.003228886189221123,0.9275834560394287,0.03550820061546301
13,0.03295167063176632,0.0329465789347887,5.091669940116006e-10,0.0329465789347887,0.0031682166023428134,0.9302792549133301,0.032941487264848586
14,0.030951427683234216,0.030946296345442534,5.131302186489605e-10,0.030946296345442534,0.0030917660970396226,0.9336034059524536,0.030941165043256044
15,0.029104579422622918,0.02909938970580697,5.189757190382505e-10,0.02909938970580697,0.0030066575945524544,0.9372085928916931,0.02909419994861659
16,0.027802212946116924,0.027797002026811242,5.210912853992333e-10,0.027797002026811242,0.0030618206653512726,0.9348833560943604,0.02779179111395725
17,0.02677335703186691,0.026768107321113347,5.249749015223681e-10,0.026768107321113347,0.0030119272551175896,0.9369882941246033,0.026762857572098123
18,0.025117794828489422,0.025112509520724417,5.285304864877105e-10,0.025112509520724417,0.00294875281284675,0.939603865146637,0.02510722421585954
19,0.024353193830698727,0.024347873693332075,5.320122163365859e-10,0.024347873693332075,0.0030854475580824633,0.9338745474815369,0.02434255357116871
20,0.023522533778101207,0.023517201527953148,5.332250320733145e-10,0.023517201527953148,0.002846852495851916,0.9437059760093689,0.023511869277632415
21,0.02240876576676965,0.02240338529460132,5.380480225525286e-10,0.02240338529460132,0.002991205840588255,0.9378523230552673,0.022398004814375795
22,0.02240035182982683,0.022394977439194916,5.3743649242044e-10,0.022394977439194916,0.002940948674838346,0.9399231672286987,0.022389603074270712
23,0.021556166501715778,0.02155076508037746,5.40142032712243e-10,0.02155076508037746,0.002932946092901639,0.9402496218681335,0.02154536366005034
24,0.021161937326192856,0.021156521301716566,5.416012250347713e-10,0.021156521301716566,0.0029520777040888116,0.9394676089286804,0.021151105289466218
25,0.020462236577644944,0.020456797525286674,5.439049761135628e-10,0.020456797525286674,0.003016549349720371,0.9367947578430176,0.02045135847552554
26,0.0199093821849674,0.01990393328666687,5.448914200956168e-10,0.01990393328666687,0.002916469065724975,0.9409191012382507,0.019898484372465913
27,0.019171204172074796,0.019165731266140937,5.472875200807081e-10,0.019165731266140937,0.0029327442134910574,0.9402578473091125,0.01916025839094013
28,0.01881482297182083,0.01880933688394725,5.486130706389148e-10,0.01880933688394725,0.0029710463290677724,0.9386872053146362,0.018803850753240862
29,0.018474707476794718,0.01846920078806579,5.506713798286711e-10,0.01846920078806579,0.0029236277915941707,0.940628707408905,0.018463694074267505
30,0.017914701875299217,0.017909184876829385,5.51699400441752e-10,0.017909184876829385,0.0029269069587229803,0.9404954314231873,0.017903667882824967
