epoch,train_loss_total,train_loss_data,train_loss_physics,val_loss_total,val_rmse,val_r2,physics_balance
1,0.24058253303170204,0.1440223081111908,9.65602246014896e-06,0.1440223081111908,0.0056447617848179,0.7786784768104553,0.047462083509701186
2,0.1703193333297968,0.12510937272757292,4.520996064002247e-06,0.12510937272757292,0.005457725386121602,0.7931022644042969,0.07989941208755044
3,0.14422661224007607,0.11547016654908657,2.875644579034997e-06,0.11547016654908657,0.00527326329151025,0.8068515062332153,0.0867137207587366
4,0.12657607893645764,0.10596177925169468,2.061429965806383e-06,0.10596177925169468,0.0050521307138431,0.8227111101150513,0.08534747959363086
5,0.1095179883018136,0.09379534395039081,1.572264437982085e-06,0.09379534395039081,0.0046845336682610275,0.847571849822998,0.07807269957056996
6,0.0929013676866889,0.08046787539869547,1.243349220658274e-06,0.08046787539869547,0.00434862605121583,0.8686480522155762,0.06803438319211273
7,0.07741891376674176,0.06736265037953854,1.0056263362230312e-06,0.06736265037953854,0.003959693890132605,0.8910930156707764,0.057306387017308225
8,0.0657820677831769,0.0575331342741847,8.248933490904165e-07,0.0575331342741847,0.0038696856947697,0.8959879279136658,0.04928420078328054
9,0.05629400912672281,0.04947089418396354,6.823114764529237e-07,0.04947089418396354,0.0035594186722737856,0.9119983911514282,0.042647779419434304
10,0.04962597062066197,0.04395724007114768,5.66873055618089e-07,0.04395724007114768,0.0033614960735929983,0.921513020992279,0.03828850951496679
11,0.04402816404402256,0.03931393794156611,4.714226037663138e-07,0.03931393794156611,0.0033351921590713727,0.9227365255355835,0.03459971190390297
12,0.04026332734525204,0.03634930466115475,3.914022777280479e-07,0.03634930466115475,0.0032512146384933212,0.9265784025192261,0.03243528188387427
13,0.03710821028612554,0.03387259090505541,3.2356194049043553e-07,0.03387259090505541,0.0032008083437039905,0.9288374185562134,0.03063697150015105
14,0.03412773944437504,0.03147130325436592,2.656436208781088e-07,0.03147130325436592,0.003077659508586187,0.9342079162597656,0.028814867045584835
15,0.03158079039305448,0.02941986473277211,2.1609256293686484e-07,0.02941986473277211,0.0030543337321791222,0.9352014660835266,0.027258939103403462
16,0.030209251759573817,0.02847321391105652,1.7360378393505016e-07,0.02847321391105652,0.0030906137783302257,0.933652937412262,0.026737176071706018
17,0.028350342838093637,0.026976787289604544,1.3735554979632525e-07,0.026976787289604544,0.00303774432544471,0.9359034299850464,0.02560323179164129
18,0.026954693891108036,0.025888773772865532,1.0659201144846975e-07,0.025888773772865532,0.003151476770442679,0.9310140609741211,0.024822853658380835
19,0.02598499664105475,0.02517714260518551,8.07854029005739e-08,0.02517714260518551,0.0030524013258042826,0.9352834224700928,0.02436928857617977
20,0.02465310975909233,0.024058436485007405,5.946732575523583e-08,0.024058436485007405,0.003014478980941442,0.9368814826011658,0.023463763227455046
21,0.02360216024890542,0.023179788952693344,4.223712647188904e-08,0.023179788952693344,0.002998181573617471,0.937562108039856,0.022757417687974454
22,0.022555024955421686,0.022267845906317234,2.8717907824216126e-08,0.022267845906317234,0.0029677266000790493,0.9388241171836853,0.021980666828075073
23,0.021887331584468483,0.02170218372158706,1.8514785015355528e-08,0.02170218372158706,0.0029955962307444788,0.9376697540283203,0.021517035871433506
24,0.021480388363823294,0.021367963075637816,1.1242530694843822e-08,0.021367963075637816,0.0030442190933585743,0.9356299042701721,0.021255537768689377
25,0.020895035922527314,0.02083067191950977,6.436398323650394e-09,0.02083067191950977,0.0029974658884424975,0.9375919103622437,0.020766307936273265
26,0.020272665180265905,0.020236947875469924,3.5717311819283283e-09,0.020236947875469924,0.0030016433630402736,0.9374178647994995,0.02020123056365064
27,0.019812241539359093,0.019791789969429374,2.045158090213661e-09,0.019791789969429374,0.003053280331382447,0.9352461099624634,0.019771338388527238
28,0.019168280394747852,0.019155254889279605,1.3025498641905386e-09,0.019155254889279605,0.0029721701866745292,0.9386407732963562,0.0191422293906377
29,0.018984217634424566,0.018974724417552352,9.493236541313622e-10,0.018974724417552352,0.0029664824110093354,0.9388754367828369,0.01896523118101104
30,0.018769551314413546,0.018761775229126216,7.776052580177328e-10,0.018761775229126216,0.003005819267893984,0.9372435808181763,0.01875399917654604
