X,Y,t_datetime_x,t_days,u,p_acum_30d,p_acum_60d,p_acum_90d
4713050.130460536,2256247.536008698,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713090.152815072,2256247.382262754,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712729.797566093,2256208.743549893,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712769.819990916,2256208.5898121,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712809.842406963,2256208.436074385,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712849.864814235,2256208.2823367487,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712889.887212729,2256208.12859919,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712929.909602447,2256207.97486171,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712969.931983389,2256207.821124308,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713009.954355553,2256207.6673869835,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713049.976718942,2256207.513649738,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713089.999073554,2256207.35991257,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712689.6213989705,2256168.874849738,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712729.64383265,2256168.7211206434,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712769.66625755,2256168.5673916265,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712809.688673676,2256168.4136626883,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712849.711081026,2256168.2599338284,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712889.733479599,2256168.106205046,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712929.755869394,2256167.952476342,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712969.778250413,2256167.798747717,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713009.800622656,2256167.6450191694,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713049.822986123,2256167.4912907,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713089.845340812,2256167.337562309,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712649.445231693,2256129.00613203,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712689.467674226,2256128.8524116334,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712729.490107981,2256128.6986913155,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712769.5125329625,2256128.544971075,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712809.534949166,2256128.391250913,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712849.557356591,2256128.2375308294,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712889.579755242,2256128.083810824,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712929.602145119,2256127.9300908973,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712969.624526216,2256127.776371048,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713009.646898537,2256127.622651276,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713049.669262081,2256127.468931584,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713089.69161685,2256127.315211969,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713129.713962842,2256127.1614924325,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713169.736300057,2256127.0077729737,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713449.892414825,2256125.931738952,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712649.291515644,2256088.98368507,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712689.3139582565,2256088.829973451,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712729.336392092,2256088.676261909,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712769.358817149,2256088.522550445,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712809.381233431,2256088.36883906,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712849.403640937,2256088.215127753,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712889.426039663,2256088.061416524,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712929.448429617,2256087.9077053727,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712969.470810793,2256087.7539943,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713009.493183193,2256087.6002833056,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713049.515546816,2256087.446572389,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713089.537901661,2256087.2928615506,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713129.560247732,2256087.139150791,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713169.582585025,2256086.985440109,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713209.604913542,2256086.831729505,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713249.6272332845,2256086.6780189797,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713289.649544248,2256086.5243085315,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713329.671846436,2256086.370598162,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713369.694139848,2256086.2168878703,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713409.716424483,2256086.0631776573,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713449.7387003405,2256085.909467522,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712609.115356908,2256049.114940956,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712649.137808374,2256048.9612380336,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712689.160251064,2256048.80753519,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712729.182684977,2256048.6538324244,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712769.205110111,2256048.5001297374,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712809.227526471,2256048.3464271287,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712849.249934057,2256048.192724598,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712889.272332862,2256048.039022146,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712929.294722894,2256047.885319771,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712969.317104148,2256047.731617475,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713009.339476626,2256047.577915257,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713049.361840327,2256047.4242131165,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713089.384195251,2256047.270511055,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713129.406541401,2256047.116809071,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713169.428878771,2256046.963107166,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713209.451207367,2256046.809405338,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713249.473527187,2256046.6557035893,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713289.495838227,2256046.502001918,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713329.518140493,2256046.3483003248,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713369.540433984,2256046.19459881,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713409.562718697,2256046.0408973726,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713449.584994633,2256045.8871960137,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712568.939198012,2256009.2461792864,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712608.961658336,2256009.0924850632,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712648.98410988,2256008.9387909183,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712689.006552648,2256008.7850968507,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712729.028986638,2256008.631402862,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712769.051411852,2256008.477708952,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712809.073828292,2256008.324015119,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712849.096235953,2256008.170321365,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712889.118634839,2256008.016627689,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712929.141024946,2256007.862934091,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712969.163406279,2256007.709240571,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713009.185778836,2256007.5555471294,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713049.208142614,2256007.401853766,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713089.230497617,2256007.2481604805,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713129.252843843,2256007.094467273,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713169.275181293,2256006.9407741446,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713209.297509966,2256006.787081093,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713249.319829864,2256006.6333881207,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713289.342140985,2256006.4796952256,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713329.364443328,2256006.326002409,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713369.386736896,2256006.1723096706,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713409.409021687,2256006.01861701,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713449.431297701,2256005.864924428,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712528.763038965,2255969.377400065,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712568.78550814,2255969.22371454,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712608.807968538,2255969.070029093,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712648.830420162,2255968.916343724,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712688.852863007,2255968.762658434,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712728.875297078,2255968.6089732214,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712768.897722369,2255968.455288087,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712808.920138886,2255968.301603032,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712848.942546627,2255968.147918054,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712888.964945589,2255967.994233154,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712928.987335776,2255967.840548333,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712969.009717185,2255967.6868635896,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713009.032089821,2255967.533178924,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713049.054453678,2255967.3794943374,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713089.07680876,2255967.2258098284,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713129.099155063,2255967.0721253976,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713169.121492591,2255966.918441045,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713209.143821343,2255966.764756771,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713249.166141318,2255966.6110725743,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713289.188452515,2255966.457388456,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713329.210754938,2255966.3037044154,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713369.233048585,2255966.1500204536,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713409.255333453,2255965.996336569,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713449.277609548,2255965.8426527632,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712568.631827042,2255929.2012497145,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712608.65428752,2255929.0475730444,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712648.6767392205,2255928.893896452,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712688.699182144,2255928.740219938,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712728.721616292,2255928.5865435028,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712768.744041664,2255928.432867145,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712808.766458258,2255928.279190866,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712848.788866076,2255928.1255146647,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712888.8112651175,2255927.9718385413,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712928.833655382,2255927.8181624967,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712968.85603687,2255927.66448653,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713008.878409583,2255927.510810641,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713048.900773518,2255927.3571348307,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713088.9231286775,2255927.203459098,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713128.945475059,2255927.049783444,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713168.967812666,2255926.896107868,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713208.990141496,2255926.74243237,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713249.012461549,2255926.5887569496,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713289.034772826,2255926.435081608,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713329.0570753245,2255926.281406344,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713369.0793690495,2255926.1277311584,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713409.101653995,2255925.974056051,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713449.123930168,2255925.820381021,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712608.500615277,2255889.0251169177,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712648.523067054,2255888.8714491017,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712688.545510058,2255888.7177813645,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712728.567944284,2255888.5641137054,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712768.590369733,2255888.410446124,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712808.612786404,2255888.2567786216,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712848.635194301,2255888.103111197,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712888.657593422,2255887.94944385,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712928.679983766,2255887.795776582,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712968.7023653295,2255887.6421093917,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713008.724738122,2255887.4884422794,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713048.747102136,2255887.3347752453,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713088.769457372,2255887.1811082894,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713128.791803833,2255887.027441412,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713168.8141415175,2255886.8737746123,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713208.836470424,2255886.72010789,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713248.858790556,2255886.5664412472,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713288.881101911,2255886.4127746816,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713328.903404489,2255886.259108194,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713368.925698292,2255886.105441785,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713408.947983316,2255885.951775454,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713448.970259565,2255885.798109201,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712768.436706579,2255848.3880250254,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712808.45912333,2255848.2343663,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712848.481531305,2255848.080707651,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712888.503930502,2255847.927049081,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712928.526320924,2255847.7733905893,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712968.548702568,2255847.6197321755,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713008.571075437,2255847.4660738395,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713048.593439529,2255847.312415582,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713088.615794844,2255847.158757403,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713128.638141382,2255847.0050993017,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713168.660479145,2255846.8514412786,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713208.682808129,2255846.697783333,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713248.705128339,2255846.544125466,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713288.727439772,2255846.3904676773,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713328.74974243,2255846.2368099666,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713368.772036308,2255846.0831523337,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713408.794321412,2255845.929494779,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713448.816597738,2255845.775837302,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712808.305469031,2255808.211953899,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712848.327877083,2255808.058304027,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712888.35027636,2255807.9046542337,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712928.372666857,2255807.751004518,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712968.395048581,2255807.597354881,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713008.417421528,2255807.4437053218,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713048.4397856975,2255807.290055841,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713088.462141092,2255807.136406438,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713128.484487707,2255806.982757113,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713168.506825549,2255806.829107866,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713208.529154613,2255806.6754586976,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713248.5514749,2255806.521809607,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713288.573786411,2255806.3681605947,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713328.596089145,2255806.2145116604,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713368.618383103,2255806.0608628043,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713408.640668284,2255805.907214026,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712808.1518235095,2255768.1895414204,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712888.196630993,2255767.8822593084,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712928.219021572,2255767.728618369,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712968.241403372,2255767.5749775087,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713008.263776397,2255767.4213367263,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713048.286140644,2255767.2676960216,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713088.308496116,2255767.114055395,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713128.330842811,2255766.9604148464,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713168.353180728,2255766.8067743764,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713208.375509872,2255766.6531339847,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713248.397830238,2255766.49949367,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713288.420141826,2255766.3458534344,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713368.464738674,2255766.038573197,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712848.020594971,2255728.013496545,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712888.042994404,2255727.8598643043,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712928.0653850585,2255727.706232142,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4712968.087766939,2255727.552600058,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713008.110140041,2255727.398968052,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713048.132504367,2255727.245336124,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713088.154859915,2255727.091704274,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713128.1772066895,2255726.938072502,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
4713168.199544687,2255726.7844408085,2022-02-23,0.0,0.0,103.16508865356445,175.78927206993103,302.9103982448578
