run_id,best_val_rmse,final_physics_balance,init_c_prime,init_phi,init_n,init_sigma_n,init_eta,final_c_prime,final_phi,final_n,final_sigma_n,final_eta,final_tau,final_h
0,0.004024104916480251,0.009041703571735421,12.535414235512617,21.83338130971459,1.3702432529658828,11.746618587515986,4465682.536708827,12.59990119934082,21.896854400634766,1.3878414630889893,11.810613632202148,4465682.5,15.0,15.0
1,0.003938669615735036,0.00033263982130931485,7.107423270402204,23.686476933723576,1.2002493629452669,49.54595552754497,4307971.658486186,7.107473373413086,23.686525344848633,1.2002695798873901,49.545955657958984,4307971.5,15.0,15.0
2,0.004070267011405776,0.006208228308060063,3.217888273161708,23.616507687494924,2.360101509838636,27.025713869498915,1613732.3570234587,3.629694700241089,24.04229736328125,2.6890673637390137,27.451515197753906,1613732.375,15.0,15.0
