epoch,train_loss_total,train_loss_data,train_loss_physics,val_loss_total,val_rmse,val_r2,physics_balance
1,0.1513617291509568,0.14493224368439064,6.429485652121359e-11,0.14493224368439064,0.005863241196693493,0.7608575820922852,0.13850275803226927
2,0.14159121865759025,0.13284247041017086,8.748748039835644e-11,0.13284247041017086,0.005538044809806057,0.7866493463516235,0.12409372237033521
3,0.1389296377027357,0.12953226889844413,9.397368520859551e-11,0.12953226889844413,0.005858993766223846,0.761203944683075,0.12013490037758458
4,0.13609065843058063,0.12601622484020283,1.0074433518395412e-10,0.12601622484020283,0.005489110610096004,0.7904030084609985,0.11594179132180742
5,0.13307567301902684,0.12229740246459171,1.0778270384562164e-10,0.12229740246459171,0.005506391626278713,0.7890812158584595,0.11151913208002955
6,0.13005384358468355,0.118511694454932,1.1542149250254319e-10,0.118511694454932,0.005443544761996161,0.793868362903595,0.10696954520467768
7,0.12623181752524934,0.1137778244442768,1.245399284387904e-10,0.1137778244442768,0.005368128616453837,0.7995404005050659,0.10132383160039776
8,0.12250698067851969,0.10900851881450362,1.3498461762765338e-10,0.10900851881450362,0.0051842697224464065,0.8130367398262024,0.09551005705173828
9,0.11909926908241736,0.1047439457932571,1.4355323270188825e-10,0.1047439457932571,0.0052166579624951664,0.8106933832168579,0.09038862252306828
10,0.11496582354779716,0.0996677823431857,1.5298040860866167e-10,0.0996677823431857,0.004941293378893627,0.8301512598991394,0.08436974148231953
11,0.11054369038692466,0.09411545963034973,1.6428230830255575e-10,0.09411545963034973,0.004944071168615388,0.8299602270126343,0.07768722880009415
12,0.10719492136089652,0.08985022876310993,1.7344692624096932e-10,0.08985022876310993,0.004806694527084128,0.8392784595489502,0.07250553613901299
13,0.10332210805636269,0.08495288319415874,1.8369224932437602e-10,0.08495288319415874,0.004804753743988047,0.8394082188606262,0.06658365826172113
14,0.09963108583747804,0.08038071784618739,1.9250368040115087e-10,0.08038071784618739,0.0046062593874556055,0.852402925491333,0.06113034980607231
15,0.09672652248729456,0.07672203185187804,2.0004490487786414e-10,0.07672203185187804,0.004579224509799755,0.8541303873062134,0.05671754136409162
16,0.09441833567914662,0.07376061818889669,2.0657717377283204e-10,0.07376061818889669,0.004465185031848916,0.8613052368164062,0.053102900811613486
17,0.09170269447940964,0.07042743583788742,2.1275258539383873e-10,0.07042743583788742,0.004507359225892192,0.8586729168891907,0.04915217729850355
18,0.08968511452680236,0.06786766716421724,2.1817447392007377e-10,0.06786766716421724,0.0043794043368244545,0.866582989692688,0.04605021977220987
19,0.08722833450044598,0.0648403447154943,2.2387989749110087e-10,0.0648403447154943,0.0043231541002007766,0.8699883222579956,0.042452354966384206
20,0.08540544296438629,0.062466393766907956,2.293904923744105e-10,0.062466393766907956,0.004388371926166367,0.866036057472229,0.03952734452946691
21,0.08400473558419459,0.06081739866116025,2.318733687913879e-10,0.06081739866116025,0.00437014072960634,0.8671468496322632,0.03763006178202147
22,0.08210460287896362,0.0584078966497301,2.369670614012333e-10,0.0584078966497301,0.004400310549055582,0.8653061389923096,0.03471119050960676
23,0.0809640845199963,0.057025851621418384,2.3938232907428206e-10,0.057025851621418384,0.004261942031331512,0.8736439347267151,0.03308761871399018
24,0.0795534404951173,0.0551646705448359,2.4388769846265626e-10,0.0551646705448359,0.0041718449997526445,0.8789297342300415,0.030775900698570273
25,0.07830699056655437,0.05369157256172584,2.461541816224667e-10,0.05369157256172584,0.004142938833135534,0.880601704120636,0.02907615439947917
26,0.0773533938100209,0.05250703141026132,2.48463625299803e-10,0.05250703141026132,0.004137807460798,0.8808972835540771,0.02766066888028102
27,0.07660952505093437,0.05146402078974354,2.514550415111394e-10,0.05146402078974354,0.004139041240329346,0.8808262348175049,0.0263185166386296
28,0.07507038773582862,0.049622056915147886,2.544833088377282e-10,0.049622056915147886,0.004139405765634432,0.880805253982544,0.024173726031375065
29,0.0747481521386821,0.04918895382266324,2.555919842514651e-10,0.04918895382266324,0.004156452067060012,0.8798215389251709,0.02362975539751673
30,0.07406743231925879,0.04839267102112104,2.5674761363494327e-10,0.04839267102112104,0.004210857987136974,0.8766548037528992,0.022717909657626715
31,0.07335542891476605,0.04746346878777216,2.589196011622137e-10,0.04746346878777216,0.00414984801195474,0.880203127861023,0.021571508671550794
32,0.07225231256436657,0.04609468560162428,2.6157627011610924e-10,0.04609468560162428,0.004134898029558634,0.8810647130012512,0.019937058590013358
33,0.07217376481171127,0.04605334498793692,2.6120419871089194e-10,0.04605334498793692,0.003958487614000512,0.8909966945648193,0.01993292511684773
34,0.07078323728732161,0.04422001847409987,2.6563218805495213e-10,0.04422001847409987,0.004131096986380303,0.8812832832336426,0.01765679966860466
35,0.07039988153689616,0.04381511623190867,2.6584765246302927e-10,0.04381511623190867,0.004120478320694288,0.8818928003311157,0.01723035098560574
36,0.0698847940778947,0.043161084304924484,2.672370987662872e-10,0.043161084304924484,0.004010524691292753,0.8881120085716248,0.01643737442829576
37,0.06891193379824226,0.04199344560436837,2.69184879941875e-10,0.04199344560436837,0.004034321912814249,0.8867802619934082,0.015074957610180871
38,0.06890756025373398,0.041904658236884856,2.700290200900472e-10,0.041904658236884856,0.00411479469183817,0.8822184205055237,0.014901756227880134
39,0.06848049077901754,0.04137542349126962,2.710506737226116e-10,0.04137542349126962,0.004093335922454377,0.8834437131881714,0.014270356119008454
40,0.0675116059345168,0.040282605578367776,2.7229000298244897e-10,0.040282605578367776,0.004045651012996211,0.8861435055732727,0.013053605280122879
41,0.06739663727380134,0.040067442889149124,2.732919443176534e-10,0.040067442889149124,0.004064140137036413,0.8851004242897034,0.012738248457383784
42,0.06725954651027112,0.03988886501405153,2.7370681557062073e-10,0.03988886501405153,0.004037121123225642,0.8866230845451355,0.012518183456989459
43,0.06684734978385874,0.039365867005140935,2.7481482735104514e-10,0.039365867005140935,0.003980087522063921,0.8898038864135742,0.011884384270036422
44,0.0665607554284302,0.03900344074108042,2.755731470843786e-10,0.03900344074108042,0.004042953991704647,0.8862952589988708,0.011446126032642556
45,0.0661451428390301,0.03851543177959618,2.762971120414311e-10,0.03851543177959618,0.00406335591778524,0.8851447701454163,0.010885720575453072
46,0.06559259747868186,0.03780757077038288,2.7785026654333784e-10,0.03780757077038288,0.004091530904456158,0.8835464715957642,0.010022544116049099
47,0.06524986793194805,0.03737973817833909,2.787012975132571e-10,0.03737973817833909,0.004017835667314238,0.8877037167549133,0.009509608427013379
